Player,Squad,Gls,Sh,SoT,Dist,xG,npxG,90s
Lamine Yamal,Barcelona,6.0,104.0,30.0,19.0,7.5,7.5,25.8
Daniel Yáñez,Real Madrid,0.0,0.0,0.0,,0.0,0.0,0.0
Erencan Yardimci,Hoffenheim,0.0,6.0,1.0,9.3,1.0,1.0,3.5
John Yeboah,Venezia,0.0,20.0,8.0,16.9,1.5,1.5,8.9
Bertuğ Yıldırım,Getafe,1.0,18.0,7.0,11.9,2.4,2.4,10.3
Kenan Yıldız,Juventus,6.0,53.0,19.0,17.3,4.0,4.0,23.8
Ashley Young,Everton,1.0,6.0,3.0,24.5,0.3,0.3,17.6
Mattia Zaccagni,Lazio,8.0,43.0,14.0,17.1,6.2,4.7,25.5
Wilfried Zaha,Lyon,0.0,1.0,1.0,17.2,0.1,0.1,0.8
Arsen Zakharyan,Real Sociedad,1.0,4.0,2.0,22.7,0.2,0.2,0.8
Nicola Zalewski,Roma,0.0,5.0,0.0,21.4,0.3,0.3,5.9
Nicolò Zaniolo,Fiorentina,0.0,7.0,3.0,20.5,0.6,0.6,2.9
Nicolò Zaniolo,Atalanta,2.0,11.0,4.0,15.1,0.9,0.9,4.0
Alessandro Zanoli,Genoa,1.0,11.0,3.0,20.8,0.4,0.4,18.0
Duván Zapata,Torino,3.0,21.0,8.0,11.6,3.4,3.4,6.5
Bryan Zaragoza,Osasuna,1.0,31.0,10.0,19.8,2.2,2.2,15.9
Anass Zaroury,Lens,0.0,25.0,8.0,21.3,1.2,1.2,12.2
Alessio Zerbin,Napoli,0.0,0.0,0.0,,0.0,0.0,0.0
Edon Zhegrova,Lille,4.0,23.0,9.0,22.2,2.3,2.3,10.9
Joshua Zirkzee,Manchester Utd,3.0,28.0,11.0,13.1,4.8,4.8,15.6
Budu Zivzivadze,Heidenheim,2.0,18.0,7.0,13.8,1.3,1.3,9.9
Nadir Zortea,Cagliari,5.0,28.0,9.0,18.6,2.6,2.6,25.0
Yanis Zouaoui,Le Havre,0.0,5.0,2.0,28.6,0.1,0.1,10.5
Milan Đurić,Monza,4.0,23.0,10.0,11.7,2.9,2.9,14.1
Milan Đurić,Parma,0.0,4.0,0.0,12.6,0.2,0.2,2.2
